Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
16/5/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.7,31.2,238,551
20/5/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.2,32.5,246,527
23/5/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.6,36,242,524
27/5/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.1,33.5,235,522
30/5/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.6,37.4,216,535
6/3/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,36.3,236,555
6/6/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.3,38.2,216,503
6/10/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.3,35.2,246,556
17/6/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9,35.5,217,492
20/6/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.7,34.3,252,527
24/6/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.1,34.7,207,502
27/6/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.4,33.1,223,531
7/1/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.9,37.2,252,536
7/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.4,26.1,216,487
7/8/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.2,35.2,229,509
15/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.2,32.4,248,525
18/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,33.5,214,482
22/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,27.8,220,464
25/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,30,209,452
29/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.2,30.5,220,481
8/1/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,35.9,207,471
8/12/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.8,30.4,240,538
19/8/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,NA,NA,234,555
22/8/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,28.7,228,511
26/8/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.6,25.9,233,498
29/8/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.9,29.5,215,468
9/2/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.2,26.6,225,481
9/5/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7,29.7,214,474
9/9/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.2,32.5,191,422
16/9/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,29.7,228,514
23/9/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.3,26.1,217,475
26/9/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.6,30.3,226,495
30/9/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.8,29.1,203,432
10/3/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.8,34.6,214,491
10/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.3,27.3,227,491
14/10/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.7,27.5,230,490
21/10/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.2,30.1,209,458
24/10/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7,30.3,211,459
28/10/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7,29.4,222,477
31/10/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.8,31.5,228,501
11/4/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,8.2,35.7,241,531
11/7/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7,37,228,527
11/11/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,9.1,34.3,231,513
18/11/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.1,31.7,228,517
21/11/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,6.3,30.2,223,543
25/11/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.7,35.9,226,527
12/2/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.4,37.7,225,506
12/5/2009,Uttar Pradesh,Kanpur,Fazal Ganj,Industrial Areas,7.3,39,216,513
1/2/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.4,38.7,243,583
1/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,11,33.7,265,603
1/9/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.8,32,241,503
13/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.1,23.8,247,555
16/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.6,30,237,517
20/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.1,40.8,220,535
23/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,30.5,212,487
27/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.5,29.7,237,508
30/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.5,27.1,186,492
2/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.9,36.8,239,504
2/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,236,557
2/10/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,255,576
13/2/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.4,30.8,231,521
17/2/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.4,28.7,229,529
20/2/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.5,38.3,210,532
24/2/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.2,31.7,220,555
3/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.6,27.1,224,561
3/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.9,41.4,228,526
13/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,217,537
17/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,9.4,40.4,219,496
20/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.8,33.1,202,475
24/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.9,31,219,515
31/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.5,22.4,223,506
17/4/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.1,26.8,214,501
21/4/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.4,37,222,540
24/4/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.2,35.3,236,553
28/4/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,13.6,29.9,200,469
5/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.3,30.1,214,472
5/5/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,26.5,200,459
5/8/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.2,37.1,219,536
5/12/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.6,33,214,486
15/5/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.9,32.3,225,536
19/5/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,221,540
22/5/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.6,30.8,207,464
26/5/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.4,28.4,233,492
29/5/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,26.2,184,490
6/2/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.6,28.4,206,495
6/5/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.4,40.1,210,494
6/9/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,30.7,225,568
6/12/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.3,22.7,221,537
16/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,23.9,219,518
19/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8,29.5,210,465
23/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,30.4,219,542
26/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.8,33.4,219,555
30/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.5,34.2,204,502
7/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.2,28.5,223,497
7/10/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.4,32.9,198,451
14/7/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.1,29,192,446
17/7/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.3,32.5,205,487
21/7/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.4,30.1,190,453
24/7/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,21.1,203,453
28/7/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.6,31.7,182,454
31/7/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.8,36.7,186,451
8/4/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.5,27,206,456
8/7/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,8.4,30.2,168,390
8/11/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.7,23.6,165,404
18/8/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,25.5,160,392
21/8/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,23.7,164,353
25/8/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.5,30.6,148,343
28/8/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,10.5,23.7,150,341
9/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,22.4,163,375
9/4/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6,23.2,162,364
9/8/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.5,23.2,149,334
9/11/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.5,23,145,338
15/9/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6,21.6,159,347
22/9/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,27.9,158,359
25/9/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.7,22.7,144,336
29/9/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,30.4,183,415
10/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,171,447
13/10/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6,28,161,401
20/10/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.9,28,175,392
23/10/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7,29,203,443
27/10/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,165,427
30/10/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,5.7,25.2,171,399
11/3/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.4,29.3,198,406
11/6/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.2,35.9,182,442
11/10/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6,24.2,179,424
13/11/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.1,24.4,166,388
17/11/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.1,29.7,198,424
20/11/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.8,23.6,179,422
27/11/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,23.2,177,422
12/1/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,NA,NA,166,399
12/4/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,7.6,29.7,174,403
12/8/2009,Uttar Pradesh,Kanpur,Jajmau,Industrial Areas,6.2,33.2,216,495
1/3/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,10.7,40.2,224,559
1/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.7,30.5,210,485
17/1/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9.5,32.5,232,555
21/1/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9,31,237,514
24/1/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,NA,NA,NA,NA
28/1/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.9,26.8,247,560
31/1/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.9,33.5,245,545
2/3/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.9,36.8,239,504
2/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.9,32.4,210,541
2/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.1,24.4,252,557
2/11/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9.6,37.4,247,533
18/2/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9.3,33,252,555
21/2/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.4,33.3,232,514
25/2/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,10.4,34.4,225,534
28/2/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,NA,NA,NA,NA
3/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,10.2,37.2,229,554
3/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.3,27.2,222,526
18/3/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,NA,NA,242,511
21/3/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.5,30.8,231,550
25/3/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9,26.7,221,474
28/3/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,10,33.5,211,518
4/1/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9.2,39.7,233,573
4/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9.6,36.6,240,580
4/8/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,NA,NA,221,536
15/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.8,28.3,214,476
18/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9.7,33.5,219,489
22/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,10.2,39.2,243,608
25/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.5,30.1,197,459
5/2/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,10.4,34.7,214,498
5/6/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9.8,34.9,207,495
13/5/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.4,31,212,486
16/5/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.3,26.8,216,484
20/5/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.5,34.7,189,467
23/5/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9,35,211,488
27/5/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.5,25.7,204,442
30/5/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.6,29.6,233,508
6/3/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8,37.8,202,468
6/6/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.6,27.7,212,481
6/10/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.9,31.5,215,519
17/6/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.4,22.1,204,481
20/6/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.1,31.9,216,486
24/6/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.9,28.5,211,465
27/6/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.1,27.5,225,497
7/1/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,NA,NA,205,504
7/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.2,28.6,240,564
7/8/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.2,35.3,209,458
15/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.5,32.5,184,433
18/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.3,28,223,485
22/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.7,28.7,185,452
25/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.9,31.2,181,436
29/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.5,36.4,247,542
8/1/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,NA,NA,193,494
8/12/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.1,17.9,199,456
19/8/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.8,28.3,199,478
22/8/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.4,26.4,184,436
26/8/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.2,21.4,187,433
29/8/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.6,27.5,151,365
9/2/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.5,31.3,189,428
9/5/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,NA,NA,177,408
9/9/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,NA,NA,135,272
16/9/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.9,31.7,175,375
23/9/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6,30,185,448
26/9/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.1,26.9,178,455
30/9/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.1,33.3,169,386
10/3/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.4,30,151,356
10/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.7,23.8,156,372
14/10/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.3,21.1,171,426
21/10/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.7,30.4,178,397
24/10/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.2,31.7,187,449
28/10/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.4,25.6,185,461
31/10/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.1,31.1,209,480
11/4/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.4,25.2,198,484
11/7/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.2,20.9,190,405
11/11/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,6.8,29.1,208,461
18/11/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,5.8,19.3,194,438
21/11/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.4,33.8,185,414
25/11/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,7.9,39.7,199,489
12/2/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,8.5,37.7,211,490
12/5/2009,Uttar Pradesh,Kanpur,Dabauli,Residential and others,9,39.1,192,429
1/2/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,9.3,31.6,215,488
1/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,9.4,35.4,243,531
1/9/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.4,36.3,217,488
13/1/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.8,34.5,262,566
16/1/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,5.7,26.4,234,530
20/1/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.5,28.6,220,476
23/1/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.2,30,242,546
27/1/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,10.1,37,271,632
30/1/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.8,30.2,224,498
2/3/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.8,29.3,226,533
2/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,5.7,25,231,522
2/10/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.9,32.1,224,511
13/2/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,9.1,35.8,203,466
17/2/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.2,26.1,242,554
20/2/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.3,32.4,249,597
24/2/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.7,31.8,252,561
27/2/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.7,33.5,221,511
3/3/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,NA,NA,222,494
3/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,NA,NA,229,506
13/3/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.9,24.9,213,499
17/3/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.4,24.2,213,492
20/3/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.2,28.4,212,490
24/3/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,4.4,16.9,253,536
31/3/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,NA,NA,NA,NA
17/4/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8,31.7,214,515
21/4/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,9.3,40.5,215,517
24/4/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.5,27.7,248,541
28/4/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.6,30.7,213,507
5/1/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,NA,NA,260,593
5/5/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.3,31,203,493
5/8/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.8,30.1,210,475
5/12/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.8,27.1,210,493
15/5/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7,31.1,247,560
19/5/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.7,36.1,209,479
22/5/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.6,26.3,227,486
26/5/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.6,28.9,206,475
29/5/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7,27.4,224,514
6/2/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.1,34.5,223,514
6/5/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7,28.2,241,518
6/9/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.7,27.5,200,462
6/12/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,9,36.9,230,546
16/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.5,30.9,221,533
19/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.8,26,240,569
23/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7,30.6,219,486
26/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.8,28.5,216,502
30/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.4,31.7,209,474
7/3/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.2,33.4,211,457
7/10/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.4,33.1,209,468
14/7/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.5,31.3,214,474
17/7/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.1,34.2,193,447
21/7/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,8.9,36.5,193,511
24/7/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.5,27,200,493
28/7/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,5.7,20.1,233,447
30/7/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.1,24.2,187,406
8/4/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.3,29.6,180,416
8/7/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,5.8,25,196,415
8/11/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.6,32.6,196,464
18/8/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.7,28,197,451
21/8/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.4,25.2,213,469
25/8/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.6,25.9,182,411
28/8/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.4,28.1,192,441
9/1/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7,31.5,203,415
9/4/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.6,30.3,197,443
9/8/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.5,27.9,202,438
9/11/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,5.7,21,173,374
15/9/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.7,28.9,196,449
22/9/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.9,25.9,205,452
25/9/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7,30.6,208,457
29/9/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.5,25.3,201,442
10/6/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,6.2,23.8,191,442
13/10/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.5,37.2,189,434
20/10/2009,Uttar Pradesh,Kanpur,Deputy Ka Parao,Residential and others,7.5,30.9,213,470
